,Date,High,Low,Open,Close,Volume,Adj Close,daily_return
16,2020-01-17,8958.1220703125,8677.31640625,8725.2099609375,8929.0380859375,36372139320,8929.0380859375,0.02352785247141642
17,2020-01-18,9012.1982421875,8827.33203125,8927.2119140625,8942.80859375,32337772627,8942.80859375,0.0015422162701026476
18,2020-01-19,9164.3623046875,8620.080078125,8941.4453125,8706.2451171875,34217320471,8706.2451171875,-0.026452928527155417
19,2020-01-20,8745.5908203125,8560.4736328125,8704.6318359375,8657.642578125,26422375678,8657.642578125,-0.005582491465413786
20,2020-01-21,8755.7060546875,8544.5205078125,8658.9912109375,8745.89453125,24097418512,8745.89453125,0.010193531591149663
21,2020-01-22,8792.994140625,8636.7470703125,8744.2109375,8680.8759765625,22600204051,8680.8759765625,-0.007434180055016837
22,2020-01-23,8687.7470703125,8333.6376953125,8680.650390625,8406.515625,25770680779,8406.515625,-0.03160514587505292
23,2020-01-24,8514.6669921875,8266.8408203125,8405.5673828125,8445.4345703125,24397913026,8445.4345703125,0.004629616722148233
24,2020-01-25,8458.453125,8296.21875,8440.119140625,8367.84765625,19647331549,8367.84765625,-0.00918684685986848
25,2020-01-26,8602.4013671875,8325.498046875,8364.41015625,8596.830078125,22177678796,8596.830078125,0.027364554337216074
26,2020-01-27,8977.7265625,8597.30859375,8597.30859375,8909.8193359375,28647338393,8909.8193359375,0.036407519395889265
27,2020-01-28,9358.58984375,8908.447265625,8912.5244140625,9358.58984375,34398744403,9358.58984375,0.05036808165148732
28,2020-01-29,9406.431640625,9269.4677734375,9357.470703125,9316.6298828125,30682598115,9316.6298828125,-0.004483577295090302
29,2020-01-30,9553.1259765625,9230.8974609375,9316.0166015625,9508.9931640625,32378792851,9508.9931640625,0.02064730312029206
30,2020-01-31,9521.7060546875,9230.7763671875,9508.3134765625,9350.529296875,29432489719,9350.529296875,-0.016664631518128026
31,2020-02-01,9439.3232421875,9313.2392578125,9346.357421875,9392.875,25922656496,9392.875,0.00452869583961979
32,2020-02-02,9468.7978515625,9217.82421875,9389.8203125,9344.365234375,30835736946,9344.365234375,-0.0051645279666768795
33,2020-02-03,9540.3720703125,9248.6337890625,9344.68359375,9293.521484375,30934096509,9293.521484375,-0.005441113304621492
34,2020-02-04,9331.265625,9112.8115234375,9292.841796875,9180.962890625,29893183716,9180.962890625,-0.012111511652417528
35,2020-02-05,9701.2998046875,9163.7041015625,9183.416015625,9613.423828125,35222060874,9613.423828125,0.047104093835473426
36,2020-02-06,9824.619140625,9539.818359375,9617.8212890625,9729.8017578125,37628823716,9729.8017578125,0.012105773319493585
37,2020-02-07,9834.716796875,9726.0029296875,9726.0029296875,9795.943359375,34522718159,9795.943359375,0.006797836503646293
38,2020-02-08,9876.7490234375,9678.91015625,9793.0703125,9865.119140625,35172043762,9865.119140625,0.007061676319697785
39,2020-02-09,10129.435546875,9850.392578125,9863.89453125,10116.673828125,35807884663,10116.673828125,0.02549940694219166
40,2020-02-10,10165.765625,9784.5634765625,10115.5595703125,9856.611328125,39386548075,9856.611328125,-0.025706324471686526
41,2020-02-11,10210.052734375,9729.3349609375,9855.8916015625,10208.236328125,37648059389,10208.236328125,0.03567402510806805
42,2020-02-12,10393.611328125,10202.3876953125,10202.3876953125,10326.0546875,43444303830,10326.0546875,0.011541499979814906
43,2020-02-13,10457.626953125,10116.1611328125,10323.9609375,10214.3798828125,49356071373,10214.3798828125,-0.010814856987217514
44,2020-02-14,10321.99609375,10125.5341796875,10211.55078125,10312.1162109375,43338264162,10312.1162109375,0.009568503349817403
45,2020-02-15,10341.5556640625,9874.427734375,10313.8564453125,9889.4248046875,43865054831,9889.4248046875,-0.0409897830477971
46,2020-02-16,10053.96875,9722.38671875,9889.1796875,9934.43359375,43374780305,9934.43359375,0.004551203932625647
47,2020-02-17,9938.8154296875,9507.6376953125,9936.560546875,9690.142578125,45998298413,9690.142578125,-0.024590331529186438
48,2020-02-18,10161.935546875,9632.3828125,9691.23046875,10141.99609375,47271023953,10141.99609375,0.0466302236506857
49,2020-02-19,10191.67578125,9611.2236328125,10143.798828125,9633.38671875,46992019710,9633.38671875,-0.05014884351152826
50,2020-02-20,9643.216796875,9507.900390625,9629.3251953125,9608.4755859375,44925260237,9608.4755859375,-0.0025859164113087862
51,2020-02-21,9723.0146484375,9589.7431640625,9611.7822265625,9686.44140625,40930547513,9686.44140625,0.008114275736580634
52,2020-02-22,9698.2314453125,9600.728515625,9687.70703125,9663.181640625,35838025154,9663.181640625,-0.002401270461409255
53,2020-02-23,9937.404296875,9657.791015625,9663.318359375,9924.515625,41185185761,9924.515625,0.02704430011708836
54,2020-02-24,9951.74609375,9537.04296875,9921.5830078125,9650.1748046875,45080496648,9650.1748046875,-0.027642741538078885
55,2020-02-25,9652.7373046875,9305.021484375,9651.3125,9341.705078125,42515259129,9341.705078125,-0.031965195740564556
56,2020-02-26,9354.7783203125,8704.4267578125,9338.2900390625,8820.5224609375,50420050762,8820.5224609375,-0.05579095174048332
57,2020-02-27,8932.892578125,8577.19921875,8825.09375,8784.494140625,45470195695,8784.494140625,-0.0040846016176541156
58,2020-02-28,8890.4560546875,8492.9326171875,8788.728515625,8672.455078125,44605450443,8672.455078125,-0.012754184897438958
59,2020-02-29,8775.6318359375,8599.5087890625,8671.212890625,8599.5087890625,35792392544,8599.5087890625,-0.008411261679117432
60,2020-03-01,8726.796875,8471.212890625,8599.7587890625,8562.4541015625,35349164300,8562.4541015625,-0.0043089307085921735
61,2020-03-02,8921.30859375,8532.630859375,8563.2646484375,8869.669921875,42857674409,8869.669921875,0.03587941221856461
62,2020-03-03,8901.5986328125,8704.990234375,8865.3876953125,8787.7861328125,42386715821,8787.7861328125,-0.009231886844013548
63,2020-03-04,8843.3662109375,8712.431640625,8788.5419921875,8755.24609375,34746706368,8755.24609375,-0.0037028710724991143
64,2020-03-05,9142.0546875,8757.25390625,8760.28515625,9078.7626953125,39698054597,9078.7626953125,0.03695117168590434
65,2020-03-06,9167.6953125,9032.0791015625,9078.30859375,9122.5458984375,40826885651,9122.5458984375,0.004822595830994203
66,2020-03-07,9163.220703125,8890.744140625,9121.6005859375,8909.9541015625,36216930370,8909.9541015625,-0.02330399860322019
67,2020-03-08,8914.34375,8105.2529296875,8908.2060546875,8108.1162109375,39973102121,8108.1162109375,-0.08999349283790192
68,2020-03-09,8177.79345703125,7690.09814453125,8111.146484375,7923.64453125,46936995808,7923.64453125,-0.022751484424786028
69,2020-03-10,8136.9453125,7814.76318359375,7922.14697265625,7909.7294921875,42213940994,7909.7294921875,-0.0017561412564156553
70,2020-03-11,7950.814453125,7642.8125,7910.08984375,7911.43017578125,38682762605,7911.43017578125,0.00021501160000858555
71,2020-03-12,7929.1162109375,4860.35400390625,7913.6162109375,4970.7880859375,53980357243,4970.7880859375,-0.37169538560117077
72,2020-03-13,5838.11474609375,4106.98095703125,5017.8310546875,5563.70703125,74156772075,5563.70703125,0.11928067241286833
73,2020-03-14,5625.2265625,5125.0693359375,5573.07763671875,5200.3662109375,36154506008,5200.3662109375,-0.06530552710121185
74,2020-03-15,5836.64501953125,5169.283203125,5201.06689453125,5392.31494140625,33997889639,5392.31494140625,0.036910617960911996
75,2020-03-16,5385.2294921875,4575.35791015625,5385.2294921875,5014.47998046875,45368026430,5014.47998046875,-0.07006915676163483
76,2020-03-17,5371.3486328125,4981.9091796875,5002.578125,5225.62939453125,38622642935,5225.62939453125,0.04210793838741411
77,2020-03-18,5331.833984375,5069.3359375,5227.11376953125,5238.4384765625,37878801016,5238.4384765625,0.0024512036855608432
78,2020-03-19,6329.73583984375,5236.96875,5245.41650390625,6191.19287109375,51000731797,6191.19287109375,0.18187755736638023
79,2020-03-20,6844.26171875,5865.78173828125,6191.65380859375,6198.7783203125,54442976103,6198.7783203125,0.001225199953657663
80,2020-03-21,6378.13525390625,5932.8232421875,6206.521484375,6185.06640625,42494390880,6185.06640625,-0.00221203491300348
81,2020-03-22,6359.697265625,5823.7138671875,6185.55810546875,5830.2548828125,40099664740,5830.2548828125,-0.05736583896317804
82,2020-03-23,6443.9345703125,5785.00439453125,5831.37451171875,6416.31494140625,46491916000,6416.31494140625,0.10052048673231173
83,2020-03-24,6789.02294921875,6411.06640625,6436.642578125,6734.8037109375,48221910672,6734.8037109375,0.04963733427047878
84,2020-03-25,6892.51123046875,6536.92626953125,6738.716796875,6681.06298828125,44590107888,6681.06298828125,-0.007979552925792555
85,2020-03-26,6735.4638671875,6590.962890625,6675.1708984375,6716.4404296875,35319797642,6716.4404296875,0.005295181540467819
86,2020-03-27,6793.83642578125,6466.70166015625,6719.38916015625,6469.79833984375,34585598367,6469.79833984375,-0.03672214358569481
87,2020-03-28,6467.5009765625,6117.837890625,6467.25390625,6242.19384765625,34885225901,6242.19384765625,-0.035179534234601295
88,2020-03-29,6250.46728515625,5920.0859375,6245.62451171875,5922.04296875,28373690931,5922.04296875,-0.051288198783903005
89,2020-03-30,6517.19580078125,5903.234375,5925.53857421875,6429.841796875,37101651525,6429.841796875,0.08574723804008189
90,2020-03-31,6504.51513671875,6374.162109375,6430.6064453125,6438.64453125,32786468812,6438.64453125,0.0013690436954885143
91,2020-04-01,6612.57373046875,6202.37353515625,6437.3193359375,6606.7763671875,40346426266,6606.7763671875,0.026112924097839496
92,2020-04-02,7088.24755859375,6595.91845703125,6606.7763671875,6793.62451171875,47660646124,6793.62451171875,0.028281287899985408
93,2020-04-03,7003.220703125,6673.3359375,6797.396484375,6733.38720703125,38976504903,6733.38720703125,-0.008866740365705117
94,2020-04-04,6878.95361328125,6696.48486328125,6738.3828125,6867.52734375,33185988584,6867.52734375,0.01992164308903499
95,2020-04-05,6883.4140625,6715.92919921875,6862.53759765625,6791.12939453125,29510409856,6791.12939453125,-0.011124520572645125
96,2020-04-06,7271.78125,6782.8896484375,6788.0498046875,7271.78125,46896904615,7271.78125,0.0707764242948763
97,2020-04-07,7427.939453125,7136.71435546875,7273.64404296875,7176.41455078125,44243482668,7176.41455078125,-0.013114627068677276
98,2020-04-08,7356.2236328125,7153.3056640625,7179.283203125,7334.0986328125,37563249549,7334.0986328125,0.02197254365887824
99,2020-04-09,7341.4482421875,7179.09423828125,7337.96630859375,7302.08935546875,34815139178,7302.08935546875,-0.004364445986660415
100,2020-04-10,7303.8154296875,6802.47509765625,7303.8154296875,6865.4931640625,43622840992,6865.4931640625,-0.05979058460566089
101,2020-04-11,6926.06982421875,6789.9208984375,6867.4404296875,6859.0830078125,31222085946,6859.0830078125,-0.0009336774645052337
102,2020-04-12,7119.947265625,6811.078125,6858.06787109375,6971.091796875,35759567632,6971.091796875,0.016329994685138294
103,2020-04-13,6965.61669921875,6668.259765625,6965.61669921875,6845.03759765625,38619308647,6845.03759765625,-0.018082418492216368
104,2020-04-14,6958.55712890625,6793.8212890625,6843.28173828125,6842.427734375,34110434052,6842.427734375,-0.0003812781513637953
105,2020-04-15,6928.66455078125,6633.40283203125,6845.5615234375,6642.10986328125,32288311031,6642.10986328125,-0.029275847531044064
106,2020-04-16,7134.45068359375,6555.50439453125,6640.4541015625,7116.80419921875,46783242377,7116.80419921875,0.07146740203164859
107,2020-04-17,7167.18310546875,7050.33203125,7116.552734375,7096.1845703125,32513423567,7096.1845703125,-0.002897315751431484
108,2020-04-18,7269.95654296875,7089.2470703125,7092.29150390625,7257.6650390625,32447188386,7257.6650390625,0.02275595669052466
109,2020-04-19,7280.52197265625,7167.0546875,7260.92236328125,7189.4248046875,31311210215,7189.4248046875,-0.009402505352301915
110,2020-04-20,7240.29052734375,6835.5029296875,7186.87353515625,6881.95849609375,37747113936,6881.95849609375,-0.04276646838190479
111,2020-04-21,6934.5517578125,6834.4423828125,6879.7841796875,6880.3232421875,32589741511,6880.3232421875,-0.00023761461322069355
112,2020-04-22,7145.86572265625,6867.78173828125,6879.4404296875,7117.20751953125,33249153866,7117.20751953125,0.034429236680519004
113,2020-04-23,7491.78515625,7081.5947265625,7121.30615234375,7429.724609375,43500782316,7429.724609375,0.043910071328696176
114,2020-04-24,7574.19580078125,7434.181640625,7434.181640625,7550.90087890625,34636526286,7550.90087890625,0.016309658285092787
115,2020-04-25,7641.36376953125,7521.67236328125,7550.48291015625,7569.93603515625,32941541447,7569.93603515625,0.002520911948821203
116,2020-04-26,7700.59423828125,7561.40771484375,7570.13916015625,7679.8671875,33070154491,7679.8671875,0.014522071498782596
117,2020-04-27,7795.60107421875,7679.4189453125,7679.4189453125,7795.60107421875,36162144725,7795.60107421875,0.015069777105927384
118,2020-04-28,7814.52734375,7730.806640625,7796.97021484375,7807.05859375,33187959921,7807.05859375,0.001469741643032707
119,2020-04-29,8871.75390625,7786.04931640625,7806.71240234375,8801.0380859375,60201052203,8801.0380859375,0.1273180520232342
120,2020-04-30,9440.650390625,8533.255859375,8797.669921875,8658.5537109375,66964629541,8658.5537109375,-0.01618949646720247
121,2020-05-01,9048.0234375,8667.763671875,8672.7822265625,8864.7666015625,44068389997,8864.7666015625,0.023816089558295506
122,2020-05-02,9007.1875,8811.3662109375,8869.0576171875,8988.5966796875,40134388683,8988.5966796875,0.013968791699848548
123,2020-05-03,9167.78125,8830.9716796875,8983.6142578125,8897.46875,47101785174,8897.46875,-0.010138170944239966
124,2020-05-04,8956.90625,8645.0244140625,8895.7451171875,8912.654296875,45718796276,8912.654296875,0.0017067266322232655
125,2020-05-05,9062.4150390625,8856.8271484375,8912.83203125,9003.0703125,43148462663,9003.0703125,0.010144678859214995
126,2020-05-06,9411.4677734375,8966.7060546875,9007.44140625,9268.76171875,49371886931,9268.76171875,0.029511199738283755
127,2020-05-07,9992.6640625,9138.322265625,9261.8955078125,9951.5185546875,61112700562,9951.5185546875,0.07366214135771076
128,2020-05-08,9996.7431640625,9767.1728515625,9936.162109375,9842.666015625,51780748042,9842.666015625,-0.010938284289408906
129,2020-05-09,9913.86328125,9580.64453125,9840.90625,9593.896484375,46566121841,9593.896484375,-0.025274608612654736
130,2020-05-10,9595.5810546875,8395.107421875,9591.1689453125,8756.4306640625,63325279337,8756.4306640625,-0.0872915214038874
131,2020-05-11,9033.470703125,8374.3232421875,8755.53515625,8601.7958984375,57119858802,8601.7958984375,-0.017659566044374797
132,2020-05-12,8949.8984375,8569.6435546875,8610.3857421875,8804.4775390625,42142717533,8804.4775390625,0.023562712138033515
133,2020-05-13,9317.87890625,8805.3876953125,8805.3876953125,9269.9873046875,45558144023,9269.9873046875,0.05287193516704303
134,2020-05-14,9793.2685546875,9255.03515625,9271.3291015625,9733.7216796875,56426907637,9733.7216796875,0.05002535168149658
135,2020-05-15,9755.828125,9261.3984375,9734.291015625,9328.197265625,48158802327,9328.197265625,-0.04166180495059313
136,2020-05-16,9564.205078125,9260.6943359375,9333.240234375,9377.013671875,36164766408,9377.013671875,0.005233209039209763
137,2020-05-17,9823.001953125,9349.5458984375,9374.9296875,9670.7392578125,40084250663,9670.7392578125,0.03132400103227817
138,2020-05-18,9906.0302734375,9570.359375,9675.6953125,9726.5751953125,41827139896,9726.5751953125,0.005773698991511145
139,2020-05-19,9836.0478515625,9539.6240234375,9727.0634765625,9729.0380859375,39254288955,9729.0380859375,0.00025321252090737545
140,2020-05-20,9804.7939453125,9447.201171875,9725.3291015625,9522.9814453125,36546239703,9522.9814453125,-0.02117954918100662
141,2020-05-21,9555.2421875,8869.9306640625,9522.740234375,9081.76171875,39326160532,9081.76171875,-0.04633209978369557
142,2020-05-22,9232.9365234375,9008.638671875,9080.3349609375,9182.5771484375,29810773699,9182.5771484375,0.01110086707949609
143,2020-05-23,9302.501953125,9118.1083984375,9185.0625,9209.287109375,27727866812,9209.287109375,0.0029087652089092586
144,2020-05-24,9288.404296875,8787.2509765625,9212.283203125,8790.3681640625,32518803300,8790.3681640625,-0.045488748514099786
145,2020-05-25,8951.005859375,8719.66796875,8786.107421875,8906.9345703125,31288157264,8906.9345703125,0.013260696716498988
146,2020-05-26,8991.9677734375,8757.2939453125,8909.5859375,8835.052734375,29584186947,8835.052734375,-0.008070322664891605
147,2020-05-27,9203.3203125,8834.1572265625,8837.380859375,9181.017578125,32740536902,9181.017578125,0.039158209254817056
148,2020-05-28,9546.3193359375,9148.45703125,9184.9453125,9525.7509765625,34367073114,9525.7509765625,0.037548495632866885
149,2020-05-29,9573.6669921875,9379.3388671875,9528.35546875,9439.1240234375,32896642044,9439.1240234375,-0.009093976247976698
150,2020-05-30,9704.0302734375,9366.7294921875,9438.9140625,9700.4140625,32722975141,9700.4140625,0.02768159825145977
151,2020-05-31,9700.34375,9432.296875,9700.10546875,9461.05859375,27773290299,9461.05859375,-0.024674768232348376
152,2020-06-01,10199.5654296875,9450.8994140625,9463.60546875,10167.2685546875,35198901068,10167.2685546875,0.07464386293982206
153,2020-06-02,10182.3408203125,9460.5712890625,10162.9736328125,9529.8037109375,39137252109,9529.8037109375,-0.06269774820259899
154,2020-06-03,9682.859375,9471.8466796875,9533.7607421875,9656.7177734375,25007459262,9656.7177734375,0.013317594606312655
155,2020-06-04,9887.6103515625,9525.2470703125,9655.8544921875,9800.63671875,25921805072,9800.63671875,0.014903505382374727
156,2020-06-05,9869.2373046875,9663.216796875,9800.2158203125,9665.533203125,23509628646,9665.533203125,-0.013785177382049874
157,2020-06-06,9773.431640625,9591.0244140625,9664.904296875,9653.6796875,20438419222,9653.6796875,-0.0012263695520872142
158,2020-06-07,9768.498046875,9458.150390625,9653.0029296875,9758.8525390625,25015250846,9758.8525390625,0.010894586827723485
159,2020-06-08,9782.306640625,9675.8857421875,9760.0634765625,9771.4892578125,21486346312,9771.4892578125,0.0012948980117710729
160,2020-06-09,9836.369140625,9664.7197265625,9774.3603515625,9795.7001953125,23717842783,9795.7001953125,0.0024777121338637187
161,2020-06-10,9908.896484375,9728.291015625,9794.119140625,9870.0947265625,25706567601,9870.0947265625,0.007594610876882513
162,2020-06-11,9938.2978515625,9263.0693359375,9870.078125,9321.78125,30247143440,9321.78125,-0.05555301055894357
163,2020-06-12,9540.4658203125,9285.8515625,9320.6904296875,9480.84375,22610564515,9480.84375,0.01706353064227928
164,2020-06-13,9493.2119140625,9396.009765625,9480.7353515625,9475.27734375,17564322315,9475.27734375,-0.0005871213994007585
165,2020-06-14,9482.2705078125,9347.59375,9477.5537109375,9386.7880859375,18991732746,9386.7880859375,-0.009338962291258746
166,2020-06-15,9504.8603515625,8990.17578125,9386.03515625,9450.7021484375,26699704768,9450.7021484375,0.006808938469139436
167,2020-06-16,9579.4306640625,9400.4453125,9454.2666015625,9538.0244140625,21565537209,9538.0244140625,0.009239764861221245
168,2020-06-17,9540.4228515625,9327.33984375,9533.7841796875,9480.2548828125,20177709879,9480.2548828125,-0.006056760681470541
169,2020-06-18,9482.7822265625,9328.3955078125,9481.5673828125,9411.8408203125,17770083003,9411.8408203125,-0.007216479234543938
170,2020-06-19,9440.8759765625,9274.2958984375,9410.2939453125,9288.0185546875,19632223107,9288.0185546875,-0.013156009327927487
171,2020-06-20,9394.9716796875,9247.3798828125,9290.9599609375,9332.3408203125,17130541557,9332.3408203125,0.004771982890003024
172,2020-06-21,9401.107421875,9300.4306640625,9330.9267578125,9303.6298828125,15324301169,9303.6298828125,-0.0030764990320015784
173,2020-06-22,9655.0732421875,9296.8720703125,9300.9150390625,9648.7177734375,21104009514,9648.7177734375,0.03709174751916078
174,2020-06-23,9670.541015625,9547.2470703125,9644.076171875,9629.658203125,17006433272,9629.658203125,-0.0019753474772544743
175,2020-06-24,9680.3671875,9278.2333984375,9632.1494140625,9313.6103515625,18961716076,9313.6103515625,-0.03282025643027875
176,2020-06-25,9340.1611328125,9095.32421875,9314.126953125,9264.8134765625,18616048626,9264.8134765625,-0.005239308190707503
177,2020-06-26,9310.5166015625,9101.73828125,9260.9951171875,9162.91796875,18341465837,9162.91796875,-0.010998117562784016
178,2020-06-27,9207.810546875,8998.216796875,9167.82421875,9045.390625,17273093144,9045.390625,-0.012826410118569775
179,2020-06-28,9197.546875,8975.525390625,9048.4609375,9143.58203125,14560870760,9143.58203125,0.010855408054862181
180,2020-06-29,9237.5732421875,9041.8759765625,9140.029296875,9190.8544921875,16460547078,9190.8544921875,0.005170015512075743
181,2020-06-30,9217.8359375,9084.837890625,9185.5810546875,9137.9931640625,15735797744,9137.9931640625,-0.005751513982724221
182,2020-07-01,9309.7548828125,9104.7353515625,9145.9853515625,9228.3251953125,15971550355,9228.3251953125,0.00988532488788163
183,2020-07-02,9274.962890625,9036.623046875,9231.1396484375,9123.41015625,16338916796,9123.41015625,-0.011368806022981404
184,2020-07-03,9202.3447265625,9058.794921875,9124.8427734375,9087.3037109375,13078970999,9087.3037109375,-0.00395756024273064
185,2020-07-04,9183.2958984375,9053.6298828125,9084.2333984375,9132.48828125,12290528515,9132.48828125,0.004972274697731871
186,2020-07-05,9162.18359375,8977.015625,9126.0908203125,9073.9423828125,12903406143,9073.9423828125,-0.00641072801130238
187,2020-07-06,9375.474609375,9058.6640625,9072.849609375,9375.474609375,17889263252,9375.474609375,0.0332305643833104
188,2020-07-07,9360.6171875,9201.8154296875,9349.1611328125,9252.27734375,13839652595,9252.27734375,-0.01314037643510968
189,2020-07-08,9450.3359375,9249.5,9253.0205078125,9428.3330078125,19702359883,9428.3330078125,0.019028359994139876
190,2020-07-09,9431.37890625,9234.9990234375,9427.994140625,9277.9677734375,18000702524,9277.9677734375,-0.015948231171979632
191,2020-07-10,9287.4716796875,9118.001953125,9273.357421875,9278.8076171875,16860035605,9278.8076171875,9.052022711308894e-05
192,2020-07-11,9293.5322265625,9199.4853515625,9277.51171875,9240.3466796875,13249910444,9240.3466796875,-0.004145030168397623
193,2020-07-12,9319.4189453125,9197.4501953125,9241.0546875,9276.5,14452361907,9276.5,0.003912550206798482
194,2020-07-13,9306.4052734375,9224.29296875,9277.205078125,9243.6142578125,17519821266,9243.6142578125,-0.003545059255915528
195,2020-07-14,9283.841796875,9171.6611328125,9238.703125,9243.2138671875,18085038362,9243.2138671875,-4.331537576462985e-05
196,2020-07-15,9275.3251953125,9171.93359375,9241.8974609375,9192.8369140625,15844731575,9192.8369140625,-0.005450155524782674
197,2020-07-16,9214.3125,9088.947265625,9191.98046875,9132.2275390625,15713967523,9132.2275390625,-0.006593108913667822
198,2020-07-17,9182.25390625,9089.2021484375,9131.8125,9151.392578125,13944570749,9151.392578125,0.002098616025556055
199,2020-07-18,9230.9833984375,9100.82421875,9151.18359375,9159.0400390625,12252601475,9159.0400390625,0.0008356608977502233
200,2020-07-19,9201.3984375,9097.6328125,9158.005859375,9185.8173828125,12939002784,9185.8173828125,0.002923597193133398
201,2020-07-20,9214.2705078125,9137.509765625,9187.220703125,9164.2314453125,13755604146,9164.2314453125,-0.0023499201650132306
202,2020-07-21,9407.2626953125,9149.3896484375,9162.5146484375,9374.8876953125,18069581956,9374.8876953125,0.02298678850016933
203,2020-07-22,9530.5185546875,9319.6533203125,9375.080078125,9525.36328125,16532254884,9525.36328125,0.016050921443329758
204,2020-07-23,9610.2470703125,9483.00390625,9527.1416015625,9581.072265625,18146399002,9581.072265625,0.00584848921034431
205,2020-07-24,9623.3369140625,9481.4541015625,9585.5146484375,9536.892578125,16552768325,9536.892578125,-0.004611142289210002
206,2020-07-25,9704.556640625,9530.2119140625,9539.4853515625,9677.11328125,16610070933,9677.11328125,0.014702976045533722
207,2020-07-26,10023.8076171875,9652.84765625,9680.234375,9905.1669921875,20507998997,9905.1669921875,0.023566295475673238
208,2020-07-27,11298.2216796875,9903.9697265625,9905.2177734375,10990.873046875,35359749590,10990.873046875,0.1096100707382146
209,2020-07-28,11204.3271484375,10632.6318359375,11017.4638671875,10912.8232421875,28766551142,10912.8232421875,-0.007101328925793737
210,2020-07-29,11304.3974609375,10856.1416015625,10912.953125,11100.4677734375,24617249715,11100.4677734375,0.017194865809297744
211,2020-07-30,11169.3564453125,10895.455078125,11099.8330078125,11111.2138671875,22857247901,11111.2138671875,0.0009680757576464583
212,2020-07-31,11415.8642578125,10987.0537109375,11110.2109375,11323.466796875,23160469766,11323.466796875,0.0191025870102548
213,2020-08-01,11794.775390625,11239.6826171875,11322.5703125,11759.5927734375,26075670303,11759.5927734375,0.03851523428168302
214,2020-08-02,12034.14453125,11018.1298828125,11758.7646484375,11053.6142578125,27410067336,11053.6142578125,-0.060034265575901635
215,2020-08-03,11453.0791015625,11012.4150390625,11043.7685546875,11246.3486328125,20271713443,11246.3486328125,0.017436321777176023
216,2020-08-04,11385.3818359375,11094.1455078125,11246.203125,11205.892578125,21250197042,11205.892578125,-0.00359726129861071
217,2020-08-05,11786.6171875,11158.28515625,11203.8232421875,11747.0224609375,24411254471,11747.0224609375,0.04828976175167332
218,2020-08-06,11902.3359375,11598.7138671875,11749.87109375,11779.7734375,23400740340,11779.7734375,0.002788023660583505
219,2020-08-07,11898.0380859375,11408.59375,11778.89453125,11601.47265625,23132312867,11601.47265625,-0.01513618086086388
220,2020-08-08,11800.064453125,11558.431640625,11604.5537109375,11754.0458984375,17572057837,11754.0458984375,0.013151196120374076
221,2020-08-09,11806.056640625,11548.7841796875,11737.3251953125,11675.7392578125,17489608833,11675.7392578125,-0.006662100973708895
222,2020-08-10,12045.140625,11662.2568359375,11662.2568359375,11878.111328125,26114112569,11878.111328125,0.017332698670629254
223,2020-08-11,11932.7109375,11195.708984375,11881.6474609375,11410.525390625,27039782640,11410.525390625,-0.03936534391564839
224,2020-08-12,11748.396484375,11249.60546875,11404.5966796875,11584.9345703125,25064548486,11584.9345703125,0.015284938573538076
225,2020-08-13,11796.396484375,11216.8720703125,11588.4052734375,11784.1376953125,27522199497,11784.1376953125,0.017195015111304723
226,2020-08-14,12150.994140625,11685.455078125,11772.6591796875,11768.87109375,24237958589,11768.87109375,-0.0012955213149429268
